Number of nodes is 4039
Number of edges is 88234
Node - 2795 Centrality - 59.561624
Node - 2796 Centrality - 65.806964
Node - 2797 Centrality - 12.973812
Node - 2798 Centrality - 0.083333
Node - 2799 Centrality - 0.111111
Node - 2800 Centrality - 82.826978
Node - 2801 Centrality - 1.461204
Node - 2802 Centrality - 2.354458
Node - 2803 Centrality - 46.433680
Node - 2804 Centrality - 4.765385
Node - 2805 Centrality - 6.600000
Node - 2806 Centrality - 99.211703
Node - 2807 Centrality - 31.186847
Node - 2808 Centrality - 0.000000
Node - 2809 Centrality - 17.918436
Node - 2810 Centrality - 89.440818
Node - 2811 Centrality - 2.787302
Node - 2812 Centrality - 85.098090
Node - 2815 Centrality - 23.701240
Node - 2816 Centrality - 2.592857
Node - 2817 Centrality - 0.000000
Node - 2818 Centrality - 33.916183
Node - 2819 Centrality - 44.399220
Node - 2820 Centrality - 14.945346
Node - 2821 Centrality - 6.425554
Node - 2823 Centrality - 18.012122
Node - 2824 Centrality - 0.000000
Node - 2825 Centrality - 97.539592
Node - 2827 Centrality - 61.889872
Node - 2828 Centrality - 83.650354
Node - 2829 Centrality - 13.232831
Node - 2830 Centrality - 13.800882
Node - 2831 Centrality - 18.182287
Node - 2832 Centrality - 69.447289
Node - 2833 Centrality - 117.471093
Node - 2834 Centrality - 3.500000
Node - 2835 Centrality - 17.891030
Node - 2836 Centrality - 103.251525
Node - 2837 Centrality - 6.431227
Node - 2839 Centrality - 469.326244
Node - 2840 Centrality - 50.687144
Node - 2841 Centrality - 111.159138
Node - 2842 Centrality - 0.000000
Node - 2843 Centrality - 21.959209
Node - 2844 Centrality - 55.866454
Node - 2845 Centrality - 28.038966
Node - 2846 Centrality - 11.694222
Node - 2847 Centrality - 15.959524
Node - 2848 Centrality - 49.154861
Node - 2849 Centrality - 83.089431
Node - 2850 Centrality - 7.844800
Node - 2851 Centrality - 19.762045
Node - 2852 Centrality - 0.287123
Node - 2853 Centrality - 43.587346
Node - 2854 Centrality - 49.938077
Node - 2855 Centrality - 0.000000
Node - 2856 Centrality - 28.509560
Node - 2857 Centrality - 0.000000
Node - 2858 Centrality - 28.323052
Node - 2859 Centrality - 21.573722
Node - 2860 Centrality - 0.000000
Node - 2861 Centrality - 4.875000
Node - 2862 Centrality - 51.492849
Node - 2863 Centrality - 765.607518
Node - 2864 Centrality - 67.504400
Node - 2865 Centrality - 125.594966
Node - 2866 Centrality - 83.164397
Node - 2867 Centrality - 92.813436
Node - 2868 Centrality - 43.294401
Node - 2870 Centrality - 35.820634
Node - 2871 Centrality - 95.639110
Node - 2872 Centrality - 57.620277
Node - 2873 Centrality - 76.162664
Node - 2874 Centrality - 31.747042
Node - 2875 Centrality - 84.637880
Node - 2876 Centrality - 8.466194
Node - 2877 Centrality - 201.558017
Node - 2878 Centrality - 8.264907
Node - 2879 Centrality - 0.719913
Node - 2880 Centrality - 45.499836
Node - 2881 Centrality - 185.861384
Node - 2882 Centrality - 9.417857
Node - 2884 Centrality - 2.707576
Node - 2886 Centrality - 2.426190
Node - 2887 Centrality - 28.208206
Node - 2888 Centrality - 5.078610
Node - 2889 Centrality - 22.465152
Node - 2890 Centrality - 172.419020
Node - 2891 Centrality - 5.690295
Node - 2893 Centrality - 7.309524
Node - 2894 Centrality - 143.524268
Node - 2895 Centrality - 4.857540
Node - 2896 Centrality - 42.601553
Node - 2897 Centrality - 23.561516
Node - 2898 Centrality - 0.376623
Node - 2899 Centrality - 0.071429
Node - 2900 Centrality - 0.661706
Node - 2901 Centrality - 309.370802
Node - 2902 Centrality - 0.000000
Node - 2904 Centrality - 334.373311
Node - 2905 Centrality - 54.613538
Node - 2906 Centrality - 90.714248
Node - 2907 Centrality - 10.648032
Node - 2908 Centrality - 1.787486
Node - 2909 Centrality - 114.813878
Node - 2910 Centrality - 96.646572
Node - 2911 Centrality - 35.959918
Node - 2912 Centrality - 26.459239
Node - 2913 Centrality - 122.666397
Node - 2914 Centrality - 106.426353
Node - 2915 Centrality - 191.093035
Node - 2916 Centrality - 85.003497
Node - 2917 Centrality - 1.627208
Node - 2918 Centrality - 9.133296
Node - 2919 Centrality - 80.879497
Node - 2920 Centrality - 98.587363
Node - 2921 Centrality - 113.538616
Node - 2922 Centrality - 0.000000
Node - 2923 Centrality - 30.269497
Node - 2924 Centrality - 28.674672
Node - 2925 Centrality - 86.989891
Node - 2926 Centrality - 3.541667
Node - 2927 Centrality - 135.599084
Node - 2928 Centrality - 156.499404
Node - 2929 Centrality - 27.396306
Node - 2930 Centrality - 0.142857
Node - 2931 Centrality - 55.669197
Node - 2932 Centrality - 70.247846
Node - 2933 Centrality - 8.359524
Node - 2934 Centrality - 29.620076
Node - 2935 Centrality - 5.225000
Node - 2936 Centrality - 133.544307
Node - 2937 Centrality - 85.202480
Node - 2939 Centrality - 60.432654
Node - 2940 Centrality - 41.656020
Node - 2942 Centrality - 5.913889
Node - 2943 Centrality - 125.087647
Node - 2944 Centrality - 278.404894
Node - 2945 Centrality - 37.922476
Node - 2946 Centrality - 372.354072
Node - 2947 Centrality - 3.701458
Node - 2948 Centrality - 10.845642
Node - 2949 Centrality - 33.042857
Node - 2950 Centrality - 140.710166
Node - 2951 Centrality - 930.421499
Node - 2952 Centrality - 0.500000
Node - 2953 Centrality - 9.208064
Node - 2954 Centrality - 12.353571
Node - 2955 Centrality - 116.267985
Node - 2956 Centrality - 133.805949
Node - 2957 Centrality - 19.669048
Node - 2958 Centrality - 155.254255
Node - 2959 Centrality - 2.415018
Node - 2960 Centrality - 121.091948
Node - 2961 Centrality - 6.724037
Node - 2963 Centrality - 0.266667
Node - 2965 Centrality - 19.831104
Node - 2966 Centrality - 218.737678
Node - 2967 Centrality - 10.563150
Node - 2969 Centrality - 54.272765
Node - 2970 Centrality - 6.335037
Node - 2972 Centrality - 2.082551
Node - 2973 Centrality - 109.049443
Node - 2974 Centrality - 28.152337
Node - 2975 Centrality - 0.500000
Node - 2977 Centrality - 7.805642
Node - 2978 Centrality - 32.852503
Node - 2980 Centrality - 0.000000
Node - 2981 Centrality - 12.546167
Node - 2982 Centrality - 0.398352
Node - 2983 Centrality - 12.176190
Node - 2984 Centrality - 30.116527
Node - 2985 Centrality - 16.920175
Node - 2986 Centrality - 125.209960
Node - 2987 Centrality - 9.176986
Node - 2988 Centrality - 58.678395
Node - 2989 Centrality - 111.177418
Node - 2990 Centrality - 3.191010
Node - 2991 Centrality - 30.403909
Node - 2992 Centrality - 172.412643
Node - 2993 Centrality - 39.208557
Node - 2994 Centrality - 63.916434
Node - 2995 Centrality - 18.821379
Node - 2996 Centrality - 113.429466
Node - 2997 Centrality - 13.342857
Node - 2998 Centrality - 0.333333
Node - 3000 Centrality - 127.220359
Node - 3002 Centrality - 423.712286
Node - 3004 Centrality - 27.666695
Node - 3006 Centrality - 0.000000
Node - 3007 Centrality - 32.595216
Node - 3008 Centrality - 0.465018
Node - 3009 Centrality - 21.953266
Node - 3010 Centrality - 69.101752
Node - 3012 Centrality - 2.101190
Node - 3013 Centrality - 9.380551
Node - 3014 Centrality - 19.681896
Node - 3015 Centrality - 8.404037
Node - 3016 Centrality - 50.947578
Node - 3017 Centrality - 260.993856
Node - 3018 Centrality - 60.517624
Node - 3021 Centrality - 12.861614
Node - 3022 Centrality - 64.717687
Node - 3023 Centrality - 19.263353
Node - 3024 Centrality - 14.707559
Node - 3025 Centrality - 79.625889
Node - 3026 Centrality - 209.935800
Node - 3027 Centrality - 309.800656
Node - 3028 Centrality - 10.125000
Node - 3029 Centrality - 25.418072
Node - 3030 Centrality - 0.558030
Node - 3031 Centrality - 0.000000
Node - 3032 Centrality - 10.863577
Node - 3033 Centrality - 104.529742
Node - 3035 Centrality - 213.140444
Node - 3036 Centrality - 48.722579
Node - 3037 Centrality - 0.000000
Node - 3038 Centrality - 318.196557
Node - 3039 Centrality - 3.204780
Node - 3040 Centrality - 11.744609
Node - 3041 Centrality - 32.977923
Node - 3042 Centrality - 20.939802
Node - 3043 Centrality - 21.500003
Node - 3044 Centrality - 1.333333
Node - 3045 Centrality - 5.366667
Node - 3046 Centrality - 73.488484
Node - 3047 Centrality - 10.444173
Node - 3048 Centrality - 14.608030
Node - 3049 Centrality - 126.394417
Node - 3050 Centrality - 15.420958
Node - 3051 Centrality - 443.625542
Node - 3052 Centrality - 76.505393
Node - 3053 Centrality - 1.286111
Node - 3054 Centrality - 129.389900
Node - 3055 Centrality - 0.200000
Node - 3056 Centrality - 81.367928
Node - 3058 Centrality - 0.456734
Node - 3059 Centrality - 0.000000
Node - 3060 Centrality - 175.984298
Node - 3061 Centrality - 10.893254
Node - 3063 Centrality - 1.069048
Node - 3064 Centrality - 27.384589
Node - 3065 Centrality - 22.987612
Node - 3066 Centrality - 9.351190
Node - 3067 Centrality - 18.720635
Node - 3068 Centrality - 7.323192
Node - 3069 Centrality - 16.225359
Node - 3070 Centrality - 38.999388
Node - 3071 Centrality - 0.000000
Node - 3072 Centrality - 253.091402
Node - 3073 Centrality - 63.960424
Node - 3074 Centrality - 0.200000
Node - 3075 Centrality - 42.651918
Node - 3076 Centrality - 277.322109
Node - 3077 Centrality - 307.028270
Node - 3078 Centrality - 129.816071
Node - 3080 Centrality - 37.290629
Node - 3081 Centrality - 73.144912
Node - 3082 Centrality - 386.316512
Node - 3083 Centrality - 2.141667
Node - 3084 Centrality - 214.067243
Node - 3085 Centrality - 29.822171
Node - 3086 Centrality - 55.148005
Node - 3087 Centrality - 185.408523
Node - 3088 Centrality - 6.916812
Node - 3089 Centrality - 134.166640
Node - 3090 Centrality - 518.194288
Node - 3091 Centrality - 0.000000
Node - 3092 Centrality - 1.624803
Node - 3093 Centrality - 10.643537
Node - 3094 Centrality - 0.202888
Node - 3095 Centrality - 15.566338
Node - 3096 Centrality - 48.367565
Node - 3098 Centrality - 50.894911
Node - 3099 Centrality - 3.517857
Node - 3102 Centrality - 8.146941
Node - 3103 Centrality - 18.013452
Node - 3104 Centrality - 204.335084
Node - 3105 Centrality - 15.108333
Node - 3106 Centrality - 59.073442
Node - 3107 Centrality - 257.269580
Node - 3108 Centrality - 19.885928
Node - 3109 Centrality - 8.857791
Node - 3110 Centrality - 19.957303
Node - 3112 Centrality - 0.777683
Node - 3113 Centrality - 130.532796
Node - 3114 Centrality - 75.146329
Node - 3115 Centrality - 108.073443
Node - 3116 Centrality - 310.691830
Node - 3117 Centrality - 383.376393
Node - 3118 Centrality - 115.752623
Node - 3119 Centrality - 103.728797
Node - 3120 Centrality - 61.403821
Node - 3121 Centrality - 1.000000
Node - 3122 Centrality - 0.236111
Node - 3123 Centrality - 18.595888
Node - 3124 Centrality - 92.109921
Node - 3125 Centrality - 0.000000
Node - 3126 Centrality - 0.142857
Node - 3127 Centrality - 0.200000
Node - 3128 Centrality - 1.492857
Node - 3129 Centrality - 36.628408
Node - 3130 Centrality - 5.024137
Node - 3131 Centrality - 0.142857
Node - 3132 Centrality - 90.527942
Node - 3133 Centrality - 3.844048
Node - 3134 Centrality - 0.000000
Node - 3135 Centrality - 16.673889
Node - 3137 Centrality - 102.110821
Node - 3138 Centrality - 23.288864
Node - 3139 Centrality - 19.721036
Node - 3140 Centrality - 406.171003
Node - 3141 Centrality - 4.311111
Node - 3142 Centrality - 23.101457
Node - 3143 Centrality - 0.166667
Node - 3144 Centrality - 25.441977
Node - 3145 Centrality - 140.841251
Node - 3146 Centrality - 85.432182
Node - 3147 Centrality - 0.000000
Node - 3148 Centrality - 49.941019
Node - 3149 Centrality - 49.969854
Node - 3150 Centrality - 296.064665
Node - 3151 Centrality - 11.041550
Node - 3152 Centrality - 281.684159
Node - 3153 Centrality - 8.528831
Node - 3154 Centrality - 694.563731
Node - 3155 Centrality - 8.995238
Node - 3156 Centrality - 6.316760
Node - 3157 Centrality - 21.524026
Node - 3158 Centrality - 44.764493
Node - 3159 Centrality - 3.100000
Node - 3160 Centrality - 29.031699
Node - 3161 Centrality - 3.142857
Node - 3163 Centrality - 5.337376
Node - 3166 Centrality - 22.549491
Node - 3167 Centrality - 10.534170
Node - 3169 Centrality - 24.076007
Node - 3170 Centrality - 12.893617
Node - 3171 Centrality - 32.769273
Node - 3172 Centrality - 124.134186
Node - 3174 Centrality - 46.597532
Node - 3175 Centrality - 0.062500
Node - 3176 Centrality - 40.736696
Node - 3177 Centrality - 118.018696
Node - 3180 Centrality - 0.142857
Node - 3181 Centrality - 0.142857
Node - 3182 Centrality - 111.129001
Node - 3183 Centrality - 0.000000
Node - 3184 Centrality - 75.828436
Node - 3185 Centrality - 277.233367
Node - 3187 Centrality - 64.907708
Node - 3188 Centrality - 106.365913
Node - 3189 Centrality - 12.491444
Node - 3190 Centrality - 7.625794
Node - 3191 Centrality - 88.377204
Node - 3192 Centrality - 6.774698
Node - 3193 Centrality - 21.279833
Node - 3194 Centrality - 4.471976
Node - 3195 Centrality - 68.592337
Node - 3196 Centrality - 102.794001
Node - 3197 Centrality - 3.000000
Node - 3198 Centrality - 404.174739
Node - 3199 Centrality - 20.658586
Node - 3200 Centrality - 5.786111
Node - 3202 Centrality - 1.158770
Node - 3203 Centrality - 63.335950
Node - 3204 Centrality - 82.174345
Node - 3206 Centrality - 30.820076
Node - 3207 Centrality - 58.638480
Node - 3208 Centrality - 22.073810
Node - 3209 Centrality - 6.574050
Node - 3210 Centrality - 11.190438
Node - 3211 Centrality - 69.909203
Node - 3212 Centrality - 39.497226
Node - 3213 Centrality - 28.697826
Node - 3214 Centrality - 396.116062
Node - 3215 Centrality - 48.208999
Node - 3216 Centrality - 2.900000
Node - 3217 Centrality - 1.557540
Node - 3218 Centrality - 0.236111
Node - 3219 Centrality - 73.563894
Node - 3220 Centrality - 33.404301
Node - 3221 Centrality - 62.118962
Node - 3223 Centrality - 35.111168
Node - 3224 Centrality - 100.875865
Node - 3225 Centrality - 39.429177
Node - 3226 Centrality - 74.521081
Node - 3227 Centrality - 2.361111
Node - 3228 Centrality - 13.882721
Node - 3229 Centrality - 5.541714
Node - 3230 Centrality - 0.000000
Node - 3231 Centrality - 40.633037
Node - 3232 Centrality - 185.745372
Node - 3234 Centrality - 26.697058
Node - 3235 Centrality - 1.444007
Node - 3236 Centrality - 21.930072
Node - 3237 Centrality - 24.424854
Node - 3238 Centrality - 13.951732
Node - 3239 Centrality - 34.879751
Node - 3240 Centrality - 165.042029
Node - 3241 Centrality - 4.659171
Node - 3242 Centrality - 21.973599
Node - 3243 Centrality - 3.850977
Node - 3244 Centrality - 9.349351
Node - 3246 Centrality - 9.039719
Node - 3247 Centrality - 31.249605
Node - 3249 Centrality - 11.376367
Node - 3250 Centrality - 2.449017
Node - 3251 Centrality - 3.642857
Node - 3252 Centrality - 112.176695
Node - 3253 Centrality - 185.188290
Node - 3254 Centrality - 12.903763
Node - 3255 Centrality - 73.092275
Node - 3256 Centrality - 402.185850
Node - 3257 Centrality - 33.823424
Node - 3259 Centrality - 69.367113
Node - 3260 Centrality - 28.637389
Node - 3261 Centrality - 80.040184
Node - 3262 Centrality - 3.118572
Node - 3264 Centrality - 24.725148
Node - 3266 Centrality - 0.125000
Node - 3267 Centrality - 126.885589
Node - 3268 Centrality - 0.000000
Node - 3269 Centrality - 6.051190
Node - 3270 Centrality - 0.200000
Node - 3271 Centrality - 1.500000
Node - 3272 Centrality - 93.412575
Node - 3273 Centrality - 28.966751
Node - 3274 Centrality - 321.436866
Node - 3275 Centrality - 101.731270
Node - 3276 Centrality - 36.076704
Node - 3277 Centrality - 110.391406
Node - 3279 Centrality - 76.502779
Node - 3280 Centrality - 513.771232
Node - 3281 Centrality - 0.478413
Node - 3282 Centrality - 0.000000
Node - 3283 Centrality - 1.345971
Node - 3284 Centrality - 31.138357
Node - 3285 Centrality - 21.253195
Node - 3286 Centrality - 13.278026
Node - 3287 Centrality - 104.553468
Node - 3288 Centrality - 87.609885
Node - 3291 Centrality - 632.112105
Node - 3292 Centrality - 14.188528
Node - 3293 Centrality - 47.624215
Node - 3294 Centrality - 22.366186
Node - 3296 Centrality - 97.340430
Node - 3297 Centrality - 35.052482
Node - 3298 Centrality - 81.743477
Node - 3299 Centrality - 161.254944
Node - 3300 Centrality - 14.503012
Node - 3301 Centrality - 28.073716
Node - 3302 Centrality - 509.136292
Node - 3303 Centrality - 67.233324
Node - 3305 Centrality - 0.976190
Node - 3306 Centrality - 25.299784
Node - 3307 Centrality - 30.208648
Node - 3308 Centrality - 0.601190
Node - 3309 Centrality - 9.046836
Node - 3310 Centrality - 0.250000
Node - 3311 Centrality - 0.160256
Node - 3312 Centrality - 11.135025
Node - 3313 Centrality - 65.876791
Node - 3314 Centrality - 1.838095
Node - 3315 Centrality - 2.454320
Node - 3316 Centrality - 22.547819
Node - 3317 Centrality - 0.000000
Node - 3318 Centrality - 11.092075
Node - 3320 Centrality - 501.829088
Node - 3321 Centrality - 177.045895
Node - 3322 Centrality - 0.142857
Node - 3323 Centrality - 1.338178
Node - 3324 Centrality - 264.343015
Node - 3325 Centrality - 10.725408
Node - 3326 Centrality - 24.558211
Node - 3327 Centrality - 291.411710
Node - 3329 Centrality - 31.382462
Node - 3330 Centrality - 406.370754
Node - 3332 Centrality - 76.730837
Node - 3333 Centrality - 1.283333
Node - 3334 Centrality - 0.549206
Node - 3335 Centrality - 188.721847
Node - 3336 Centrality - 0.000000
Node - 3337 Centrality - 23.144646
Node - 3338 Centrality - 0.990909
Node - 3339 Centrality - 55.946370
Node - 3340 Centrality - 25.138655
Node - 3341 Centrality - 78.027568
Node - 3342 Centrality - 308.044058
Node - 3343 Centrality - 20.870238
Node - 3344 Centrality - 108.433920
Node - 3345 Centrality - 176.696378
Node - 3346 Centrality - 88.705130
Node - 3347 Centrality - 156.055324
Node - 3348 Centrality - 85.012951
Node - 3349 Centrality - 6.884127
Node - 3350 Centrality - 242.417881
Node - 3351 Centrality - 120.506129
Node - 3352 Centrality - 0.238828
Node - 3353 Centrality - 227.784456
Node - 3354 Centrality - 0.236111
Node - 3356 Centrality - 5.017261
Node - 3357 Centrality - 11.543611
Node - 3358 Centrality - 6.212229
Node - 3359 Centrality - 14.141348
Node - 3360 Centrality - 306.578913
Node - 3362 Centrality - 121.848543
Node - 3363 Centrality - 434.576524
Node - 3364 Centrality - 22.491982
Node - 3365 Centrality - 179.297784
Node - 3367 Centrality - 0.303054
Node - 3368 Centrality - 0.450000
Node - 3369 Centrality - 125.566583
Node - 3370 Centrality - 0.368687
Node - 3371 Centrality - 1.424609
Node - 3372 Centrality - 0.000000
Node - 3373 Centrality - 28.470785
Node - 3374 Centrality - 20.564286
Node - 3375 Centrality - 0.250000
Node - 3376 Centrality - 0.000000
Node - 3377 Centrality - 30.009966
Node - 3378 Centrality - 79.773433
Node - 3379 Centrality - 19.603820
Node - 3380 Centrality - 21.869922
Node - 3381 Centrality - 31.539795
Node - 3382 Centrality - 1.046836
Node - 3383 Centrality - 24.640848
Node - 3384 Centrality - 21.867075
Node - 3387 Centrality - 144.752794
Node - 3388 Centrality - 3.342401
Node - 3389 Centrality - 0.600000
Node - 3390 Centrality - 19.262592
Node - 3391 Centrality - 19.793579
Node - 3392 Centrality - 11.058734
Node - 3393 Centrality - 31.061749
Node - 3394 Centrality - 50.780945
Node - 3395 Centrality - 81.646831
Node - 3396 Centrality - 196.953794
Node - 3397 Centrality - 644.494375
Node - 3398 Centrality - 0.452381
Node - 3399 Centrality - 9.933983
Node - 3400 Centrality - 37.054139
Node - 3401 Centrality - 0.000000
Node - 3402 Centrality - 11.319298
Node - 3403 Centrality - 160.727245
Node - 3405 Centrality - 14.550433
Node - 3407 Centrality - 0.000000
Node - 3408 Centrality - 0.000000
Node - 3411 Centrality - 214.948611
Node - 3413 Centrality - 0.000000
Node - 3414 Centrality - 2.809320
Node - 3415 Centrality - 62.544313
Node - 3416 Centrality - 26.566334
Node - 3417 Centrality - 120.299462
Node - 3418 Centrality - 4.205592
Node - 3419 Centrality - 83.081877
Node - 3421 Centrality - 18.800658
Node - 3422 Centrality - 53.019864
Node - 3423 Centrality - 1.173810
Node - 3424 Centrality - 0.125000
Node - 3425 Centrality - 4.377778
Node - 3426 Centrality - 428.295112
Node - 3427 Centrality - 0.990909
Node - 3428 Centrality - 3.206385
Node - 3429 Centrality - 0.250000
Node - 3430 Centrality - 17.851402
Node - 3431 Centrality - 57.107860
Node - 3432 Centrality - 14.029341
Node - 3433 Centrality - 46.892791
Node - 3434 Centrality - 274.613252
Node - 3435 Centrality - 27.221185
Node - 3436 Centrality - 0.936081
Node - 2003 Centrality - 633.522768
Node - 2031 Centrality - 1939.873606
Node - 2155 Centrality - 775.360444
Node - 2185 Centrality - 119.683314
Node - 2325 Centrality - 2240.369042
Node - 2330 Centrality - 154.877696
Node - 1914 Centrality - 12.496027
Node - 1915 Centrality - 3.662637
Node - 1917 Centrality - 62.317400
Node - 1918 Centrality - 38.564979
Node - 1919 Centrality - 43.363550
Node - 1921 Centrality - 30.876289
Node - 1922 Centrality - 6.941694
Node - 1923 Centrality - 107.982136
Node - 1924 Centrality - 0.201681
Node - 1925 Centrality - 45.146245
Node - 1927 Centrality - 22.593416
Node - 1928 Centrality - 3.934523
Node - 1929 Centrality - 21.478561
Node - 1930 Centrality - 5.241917
Node - 1931 Centrality - 11.784338
Node - 1933 Centrality - 3.162241
Node - 1934 Centrality - 8.025866
Node - 1935 Centrality - 22.172641
Node - 1936 Centrality - 25.253615
Node - 1937 Centrality - 0.500000
Node - 1938 Centrality - 59.470133
Node - 1942 Centrality - 23.932579
Node - 1943 Centrality - 89.164347
Node - 1944 Centrality - 15.918560
Node - 1946 Centrality - 59.479410
Node - 1949 Centrality - 1.662734
Node - 1950 Centrality - 0.950468
Node - 1952 Centrality - 12.095037
Node - 1953 Centrality - 10.712209
Node - 1956 Centrality - 5.416667
Node - 1957 Centrality - 10.171785
Node - 1958 Centrality - 6.149003
Node - 1960 Centrality - 85.414576
Node - 1961 Centrality - 4.000000
Node - 1962 Centrality - 58.942975
Node - 1963 Centrality - 9.445686
Node - 1964 Centrality - 881.657147
Node - 1965 Centrality - 17.810121
Node - 1966 Centrality - 173.096298
Node - 1968 Centrality - 13.457271
Node - 1969 Centrality - 0.000000
Node - 1970 Centrality - 143.479411
Node - 1971 Centrality - 56.269447
Node - 1974 Centrality - 2.208824
Node - 1975 Centrality - 84.902305
Node - 1977 Centrality - 0.865079
Node - 1978 Centrality - 1.396043
Node - 1979 Centrality - 55.355659
Node - 1980 Centrality - 42.190843
Node - 1981 Centrality - 12.180540
Node - 1982 Centrality - 38.683749
Node - 1983 Centrality - 209.251274
Node - 1984 Centrality - 73.512686
Node - 1985 Centrality - 1079.529533
Node - 1986 Centrality - 53.155517
Node - 1987 Centrality - 18.049514
Node - 1988 Centrality - 30.293755
Node - 1989 Centrality - 11.788807
Node - 1990 Centrality - 13.814758
Node - 1992 Centrality - 1.639776
Node - 1993 Centrality - 144.259979
Node - 1996 Centrality - 0.200000
Node - 1997 Centrality - 15.928454
Node - 1999 Centrality - 8.679394
Node - 2000 Centrality - 7.889696
Node - 2005 Centrality - 26.425170
Node - 2006 Centrality - 21.862210
Node - 2008 Centrality - 2.285714
Node - 2011 Centrality - 10.825201
Node - 2012 Centrality - 0.648955
Node - 2013 Centrality - 0.385922
Node - 2014 Centrality - 0.550487
Node - 2015 Centrality - 1.116667
Node - 2016 Centrality - 0.827455
Node - 2017 Centrality - 5.250000
Node - 2019 Centrality - 3.875617
Node - 2020 Centrality - 22.931289
Node - 2021 Centrality - 0.791012
Node - 2022 Centrality - 22.909497
Node - 2023 Centrality - 24.628449
Node - 2025 Centrality - 3.414316
Node - 2029 Centrality - 56.191893
Node - 2030 Centrality - 57.614148
Node - 2033 Centrality - 40.092333
Node - 2034 Centrality - 7.250000
Node - 2035 Centrality - 25.659715
Node - 2036 Centrality - 9.305561
Node - 2037 Centrality - 235.019587
Node - 2040 Centrality - 135.075746
Node - 2041 Centrality - 6.583333
Node - 2043 Centrality - 44.407717
Node - 2044 Centrality - 5.545056
Node - 2045 Centrality - 37.857634
Node - 2046 Centrality - 8.684655
Node - 2048 Centrality - 17.288246
Node - 2049 Centrality - 69.659917
Node - 2050 Centrality - 1.724433
Node - 2051 Centrality - 2.218347
Node - 2055 Centrality - 14.477130
Node - 2056 Centrality - 160.968003
Node - 2057 Centrality - 23.668834
Node - 2058 Centrality - 55.737400
Node - 2059 Centrality - 46.442784
Node - 2060 Centrality - 199.511190
Node - 2061 Centrality - 22.052431
Node - 2063 Centrality - 58.180164
Node - 2064 Centrality - 65.222700
Node - 2066 Centrality - 1.034524
Node - 2067 Centrality - 17.299969
Node - 2069 Centrality - 130.373813
Node - 2070 Centrality - 3.312138
Node - 2073 Centrality - 70.605454
Node - 2074 Centrality - 23.683643
Node - 2075 Centrality - 22.604401
Node - 2076 Centrality - 9.373542
Node - 2077 Centrality - 11.371302
Node - 2078 Centrality - 107.629353
Node - 2079 Centrality - 0.000000
Node - 2080 Centrality - 2.571944
Node - 2082 Centrality - 12.414531
Node - 2083 Centrality - 28.371611
Node - 2084 Centrality - 181.422108
Node - 2085 Centrality - 62.178288
Node - 2086 Centrality - 19.442419
Node - 2088 Centrality - 93.717403
Node - 2089 Centrality - 8.402286
Node - 2090 Centrality - 44.880372
Node - 2091 Centrality - 50.223230
Node - 2092 Centrality - 45.398451
Node - 2093 Centrality - 132.045571
Node - 2094 Centrality - 0.400000
Node - 2095 Centrality - 83.555737
Node - 2096 Centrality - 5.429239
Node - 2097 Centrality - 5.943188
Node - 2098 Centrality - 11.047849
Node - 2099 Centrality - 19.655952
Node - 2100 Centrality - 0.000000
Node - 2103 Centrality - 84.899940
Node - 2104 Centrality - 39.594716
Node - 2105 Centrality - 3.823975
Node - 2106 Centrality - 0.333333
Node - 2107 Centrality - 111.543704
Node - 2108 Centrality - 21.970646
Node - 2109 Centrality - 13.679466
Node - 2110 Centrality - 12.871310
Node - 2112 Centrality - 42.723473
Node - 2113 Centrality - 1.876190
Node - 2114 Centrality - 13.650119
Node - 2115 Centrality - 20.985494
Node - 2118 Centrality - 54.708718
Node - 2119 Centrality - 9.194939
Node - 2120 Centrality - 29.424689
Node - 2121 Centrality - 50.038432
Node - 2122 Centrality - 18.893786
Node - 2123 Centrality - 85.976378
Node - 2124 Centrality - 36.465174
Node - 2126 Centrality - 254.972992
Node - 2129 Centrality - 79.634910
Node - 2130 Centrality - 3.738539
Node - 2131 Centrality - 138.350077
Node - 2136 Centrality - 5.656673
Node - 2139 Centrality - 39.390899
Node - 2140 Centrality - 37.475316
Node - 2141 Centrality - 3.328538
Node - 2142 Centrality - 732.933884
Node - 2145 Centrality - 133.126470
Node - 2146 Centrality - 32.378124
Node - 2147 Centrality - 32.191291
Node - 2150 Centrality - 133.989886
Node - 2152 Centrality - 31.757612
Node - 2154 Centrality - 59.773202
Node - 2156 Centrality - 66.763226
Node - 2158 Centrality - 0.708989
Node - 2159 Centrality - 18.316884
Node - 2160 Centrality - 29.122055
Node - 2161 Centrality - 61.575601
Node - 2162 Centrality - 8.245139
Node - 2164 Centrality - 14.543210
Node - 2165 Centrality - 29.989374
Node - 2166 Centrality - 2.390945
Node - 2167 Centrality - 0.000000
Node - 2168 Centrality - 0.000000
Node - 2170 Centrality - 6.462370
Node - 2172 Centrality - 86.874473
Node - 2173 Centrality - 65.513416
Node - 2175 Centrality - 1.617857
Node - 2177 Centrality - 0.485498
Node - 2178 Centrality - 0.500000
Node - 2179 Centrality - 11.390752
Node - 2181 Centrality - 15.542529
Node - 2182 Centrality - 0.514069
Node - 2184 Centrality - 79.537511
Node - 2186 Centrality - 4.076541
Node - 2188 Centrality - 70.296668
Node - 2190 Centrality - 31.207804
Node - 2192 Centrality - 12.676136
Node - 2193 Centrality - 11.677640
Node - 2195 Centrality - 0.000000
